 Flow_Duration, Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets, Fwd_Packet_Length_Max,Fwd_Packet_Length_Min, Fwd_Packet_Length_Mean, Fwd_Packet_Length_Std,Bwd_Packet_Length_Max, Bwd_Packet_Length_Min, Bwd_Packet_Length_Mean, Bwd_Packet_Length_Std,Flow_Bytes, Flow_Packets,Class
30815,4,2,156,224,39,39,39,0,112,112,112,0,12331.65666,194.7103683,BENIGN
4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,BENIGN
22324,1,1,48,48,48,48,48,0,48,48,48,0,4300.304605,89.58967927,BENIGN
138,2,2,88,144,44,44,44,0,72,72,72,0,1681159.42,28985.50725,BENIGN
46327,1,1,48,112,48,48,48,0,112,112,112,0,3453.7095,43.17136875,BENIGN
48773,1,1,79,207,79,79,79,0,207,207,207,0,5863.900109,41.00629447,BENIGN
1714389,17,24,1376,4520,362,0,80.94117647,88.22306288,1418,0,188.3333333,408.5082796,3439.126126,23.91522577,BENIGN
97515,2,2,66,118,33,33,33,0,59,59,59,0,1886.889197,41.01933036,BENIGN
115178900,16,14,518,752,434,0,32.375,107.110457,746,0,53.71428571,199.2599495,11.02632513,0.260464373,BENIGN
85,1,1,0,0,0,0,0,0,0,0,0,0,0,23529.41176,BENIGN
49643,2,2,60,344,30,30,30,0,172,172,172,0,8138.106077,80.5753077,BENIGN
207,2,2,64,204,32,32,32,0,102,102,102,0,1294685.99,19323.6715,BENIGN
115276003,31,39,803,35349,414,0,25.90322581,84.89536887,1418,0,906.3846154,673.5365272,313.6125391,0.607238264,BENIGN
23415,1,1,49,114,49,49,49,0,114,114,114,0,6961.349562,85.41533205,BENIGN
40,1,1,0,0,0,0,0,0,0,0,0,0,0,50000,BENIGN
217225,5,3,441,352,423,0,88.2,187.1769217,346,0,117.3333333,198.0538647,3650.592703,36.82817355,BENIGN
60979,1,1,42,133,42,42,42,0,133,133,133,0,2869.840437,32.79817642,BENIGN
4034587,1,5,6,30,6,6,6,0,6,6,6,0,8.922846378,1.487141063,BENIGN
60525,2,2,76,172,38,38,38,0,86,86,86,0,4097.48038,66.08839323,BENIGN
56,2,0,12,0,6,6,6,0,0,0,0,0,214285.7143,35714.28571,BENIGN
31203,4,4,192,360,48,48,48,0,90,90,90,0,17690.60667,256.3856039,BENIGN
1,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,31000000,2000000,BENIGN
349491,2,2,56,226,28,28,28,0,113,113,113,0,806.887731,11.44521604,BENIGN
4367407,5,1,135,46,46,6,27,20.1246118,46,46,46,0,41.44335529,1.373812883,BENIGN
49,1,2,0,0,0,0,0,0,0,0,0,0,0,61224.4898,BENIGN
11361846,1,5,6,30,6,6,6,0,6,6,6,0,3.168499203,0.528083201,BENIGN
226,2,2,156,412,78,78,78,0,206,206,206,0,2513274.336,17699.11504,BENIGN
199,2,2,84,204,42,42,42,0,102,102,102,0,1447236.181,20100.50251,BENIGN
60733,4,2,168,196,42,42,42,0,98,98,98,0,5993.446726,98.7930779,BENIGN
194,2,2,72,136,36,36,36,0,68,68,68,0,1072164.948,20618.5567,BENIGN
48235604,2,2,99,206,56,43,49.5,9.192388155,134,72,103,43.84062043,6.323130109,0.082926297,BENIGN
187,2,2,106,266,53,53,53,0,133,133,133,0,1989304.813,21390.37433,BENIGN
171,2,2,78,110,39,39,39,0,55,55,55,0,1099415.205,23391.81287,BENIGN
157,2,2,64,96,32,32,32,0,48,48,48,0,1019108.28,25477.70701,BENIGN
58864,3,4,427,2279,421,0,142.3333333,241.3510583,2267,0,569.75,1131.503535,45970.37238,118.9181843,BENIGN
336,2,2,92,348,46,46,46,0,174,174,174,0,1309523.81,11904.7619,BENIGN
30617,1,1,44,60,44,44,44,0,60,60,60,0,3396.805696,65.32318647,BENIGN
3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,BENIGN
101,1,1,6,6,6,6,6,0,6,6,6,0,118811.8812,19801.9802,BENIGN
9554209,1,5,6,30,6,6,6,0,6,6,6,0,3.767972838,0.627995473,BENIGN
172,2,2,66,166,33,33,33,0,83,83,83,0,1348837.209,23255.81395,BENIGN
47,1,1,6,6,6,6,6,0,6,6,6,0,255319.1489,42553.19149,BENIGN
215,2,2,46,46,23,23,23,0,23,23,23,0,427906.9767,18604.65116,BENIGN
25,1,3,0,18,0,0,0,0,6,6,6,0,720000,160000,BENIGN
225830,2,0,12,0,6,6,6,0,0,0,0,0,53.13731568,8.85621928,BENIGN
24411,1,1,41,105,41,41,41,0,105,105,105,0,5980.910245,81.93027733,BENIGN
41524,2,2,74,154,37,37,37,0,77,77,77,0,5490.800501,96.32983335,BENIGN
202,2,2,80,112,40,40,40,0,56,56,56,0,950495.0495,19801.9802,BENIGN
112,1,1,6,6,6,6,6,0,6,6,6,0,107142.8571,17857.14286,BENIGN
62240,2,2,58,314,29,29,29,0,157,157,157,0,5976.863753,64.26735219,BENIGN
98,2,0,12,0,6,6,6,0,0,0,0,0,122448.9796,20408.16327,BENIGN
23482,1,1,56,117,56,56,56,0,117,117,117,0,7367.345201,85.17162082,BENIGN
2982966,1,5,6,30,6,6,6,0,6,6,6,0,12.06852509,2.011420848,BENIGN
65164575,13,13,1070,709,517,0,82.30769231,183.4722434,528,0,54.53846154,148.2051593,27.30010899,0.398989789,BENIGN
1051168,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,4426.504612,19.02645438,BENIGN
63161618,8,2,233,92,46,6,29.125,19.80935926,46,46,46,0,5.145529996,0.158324,BENIGN
15191,1,1,0,0,0,0,0,0,0,0,0,0,0,131.6569021,BENIGN
71392983,7,10,11607,68,5840,0,1658.142857,2127.59774,20,0,6.8,5.006662228,163.5314776,0.23811864,BENIGN
15263,1,1,6,6,6,6,6,0,6,6,6,0,786.2150298,131.0358383,BENIGN
7122676,1,5,6,30,6,6,6,0,6,6,6,0,5.054280161,0.842380027,BENIGN
100143302,7,10,11607,68,4380,0,1658.142857,1762.272815,20,0,6.8,5.006662228,116.5829343,0.169756735,BENIGN
66,3,0,114,0,57,0,38,32.90896534,0,0,0,0,1727272.727,45454.54545,BENIGN
964742,13,13,1591,4927,996,0,122.3846154,270.008808,1430,0,379,576.6730732,6756.210469,26.95021052,BENIGN
63,3,0,18,0,6,6,6,0,0,0,0,0,285714.2857,47619.04762,BENIGN
198847,1,1,60,155,60,60,60,0,155,155,155,0,1081.23331,10.05798428,BENIGN
28323,1,1,6,6,6,6,6,0,6,6,6,0,423.6839318,70.61398863,BENIGN
23798,2,2,78,240,39,39,39,0,120,120,120,0,13362.46743,168.0813514,BENIGN
175,2,2,46,46,23,23,23,0,23,23,23,0,525714.2857,22857.14286,BENIGN
16,1,1,6,6,6,6,6,0,6,6,6,0,750000,125000,BENIGN
23725,2,2,66,98,33,33,33,0,49,49,49,0,6912.539515,168.5985248,BENIGN
3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,BENIGN
56,1,1,6,6,6,6,6,0,6,6,6,0,214285.7143,35714.28571,BENIGN
3067623,1,6,6,36,6,6,6,0,6,6,6,0,13.69138255,2.281897091,BENIGN
60958,2,2,76,196,38,38,38,0,98,98,98,0,4462.088651,65.61895075,BENIGN
23669,2,2,138,294,69,69,69,0,147,147,147,0,18251.72166,168.9974228,BENIGN
98919311,6,10,11613,68,7215,0,1935.5,3122.940009,20,0,6.8,5.006662228,118.086144,0.161747993,BENIGN
23678,2,2,156,312,78,78,78,0,156,156,156,0,19765.18287,168.9331869,BENIGN
48600,1,1,65,93,65,65,65,0,93,93,93,0,3251.028807,41.15226337,BENIGN
96848915,7,9,11607,62,5840,0,1658.142857,2127.59774,20,0,6.888888889,5.30199124,120.4866363,0.165205774,BENIGN
103742,4,4,124,504,31,31,31,0,126,126,126,0,6053.478822,77.1143799,BENIGN
115556,1,1,41,57,41,41,41,0,57,57,57,0,848.0736613,17.30762574,BENIGN
47737,2,2,70,286,35,35,35,0,143,143,143,0,7457.527704,83.79244611,BENIGN
5872079,1,6,6,36,6,6,6,0,6,6,6,0,7.152492329,1.192082055,BENIGN
69,1,1,0,0,0,0,0,0,0,0,0,0,0,28985.50725,BENIGN
258,2,2,84,362,42,42,42,0,181,181,181,0,1728682.171,15503.87597,BENIGN
6899642,1,5,1375,24,1375,1375,1375,0,6,0,4.8,2.683281573,202.7641434,0.869610336,BENIGN
60182,1,1,42,74,42,42,42,0,74,74,74,0,1927.486624,33.232528,BENIGN
60926058,15,12,954,997,670,0,63.6,178.3086409,821,0,83.08333333,236.1033897,32.02242298,0.443160134,BENIGN
180,2,2,82,210,41,41,41,0,105,105,105,0,1622222.222,22222.22222,BENIGN
181,2,2,84,116,42,42,42,0,58,58,58,0,1104972.376,22099.44751,BENIGN
31236,4,2,140,358,35,35,35,0,179,179,179,0,15943.14253,192.0860546,BENIGN
115182055,21,17,1199,4737,849,0,57.0952381,187.9401247,1448,0,278.6470588,532.676607,51.53580564,0.329912502,BENIGN
69035394,2,2,96,96,48,48,48,0,48,48,48,0,2.78118207,0.057941293,BENIGN
23239,1,1,48,108,48,48,48,0,108,108,108,0,6712.853393,86.06222299,BENIGN
1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,BENIGN
61498,1,1,40,104,40,40,40,0,104,104,104,0,2341.539562,32.52138281,BENIGN
93521,8,5,546,3671,193,0,68.25,79.86908932,1410,0,734.2,706.2246102,45091.47678,139.0062125,BENIGN
55,1,1,0,0,0,0,0,0,0,0,0,0,0,36363.63636,BENIGN
31355,2,2,72,190,36,36,36,0,95,95,95,0,8355.924095,127.5713602,BENIGN
61185804,16,15,880,4941,492,0,55,128.0812242,1460,0,329.4,558.7637886,95.13644701,0.506653471,BENIGN
154,2,0,12,0,6,6,6,0,0,0,0,0,77922.07792,12987.01299,BENIGN
230,2,0,12,0,6,6,6,0,0,0,0,0,52173.91304,8695.652174,BENIGN
62259,4,2,132,274,33,33,33,0,137,137,137,0,6521.145537,96.37160892,BENIGN
211681,1,1,6,6,6,6,6,0,6,6,6,0,56.6890746,9.4481791,BENIGN
68595,1,1,49,344,49,49,49,0,344,344,344,0,5729.28056,29.15664407,BENIGN
226,2,2,66,252,33,33,33,0,126,126,126,0,1407079.646,17699.11504,BENIGN
5206869,8,10,768,4657,434,0,96,154.3243338,1460,0,465.7,564.251136,1041.89293,3.456971935,BENIGN
85,2,0,12,0,6,6,6,0,0,0,0,0,141176.4706,23529.41176,BENIGN
110,1,1,0,0,0,0,0,0,0,0,0,0,0,18181.81818,BENIGN
151300,25,42,800,67830,357,0,32,88.89881889,2796,0,1615,813.5432589,453602.115,442.8288169,BENIGN
122753,2,2,90,374,45,45,45,0,187,187,187,0,3779.948352,32.58576165,BENIGN
628,1,1,44,106,44,44,44,0,106,106,106,0,238853.5032,3184.713376,BENIGN
721633,1,6,6,36,6,6,6,0,6,6,6,0,58.20132948,9.700221581,BENIGN
24,13,0,3029,0,233,233,233,0,0,0,0,0,126000000,541666.6667,BENIGN
46613,1,1,45,201,45,45,45,0,201,201,201,0,5277.497694,42.90648532,BENIGN
252,2,2,66,578,33,33,33,0,289,289,289,0,2555555.556,15873.01587,BENIGN
23,1,1,6,6,6,6,6,0,6,6,6,0,521739.1304,86956.52174,BENIGN
116599027,79,248,2364,420537,517,0,29.92405063,102.9607558,4344,0,1695.71371,831.069251,3626.968517,2.804483094,BENIGN
47515,1,1,38,54,38,38,38,0,54,54,54,0,1936.230664,42.09197096,BENIGN
257233,4,2,124,160,31,31,31,0,80,80,80,0,1104.057411,23.32515657,BENIGN
89835,4,2,144,196,36,36,36,0,98,98,98,0,3784.716425,66.78911337,BENIGN
83,1,1,0,0,0,0,0,0,0,0,0,0,0,24096.38554,BENIGN
293,2,2,80,290,40,40,40,0,145,145,145,0,1262798.635,13651.87713,BENIGN
8927337,8,9,11607,62,4380,0,1450.875,1559.504998,20,0,6.888888889,5.30199124,1307.108716,1.904263276,BENIGN
394054,6,8,836,5133,500,0,139.3333333,194.2520699,1460,0,641.625,689.3439816,15147.67012,35.52812559,BENIGN
115674481,16,14,443,122,359,0,27.6875,88.36267594,116,0,8.714285714,30.92031588,4.884396239,0.259348473,BENIGN
31669,1,1,50,126,50,50,50,0,126,126,126,0,5557.485238,63.15324134,BENIGN
186,2,2,82,114,41,41,41,0,57,57,57,0,1053763.441,21505.37634,BENIGN
5047033,8,6,387,5205,206,0,48.375,76.24759949,2021,0,867.5,883.0519237,1107.977697,2.773906967,BENIGN
119256201,203,578,1381,957815,517,0,6.802955665,52.99103783,5792,0,1657.119377,715.7096377,8043.154083,6.548925703,BENIGN
4,3,0,0,0,0,0,0,0,0,0,0,0,0,750000,BENIGN
23382,1,1,51,67,51,51,51,0,67,67,67,0,5046.617056,85.5358823,BENIGN
27,2,0,12,0,6,6,6,0,0,0,0,0,444444.4444,74074.07407,BENIGN
766541,6,2,11607,26,10220,0,1934.5,4095.982312,20,6,13,9.899494937,15175.9658,10.43649329,BENIGN
95859,1,1,61,228,61,61,61,0,228,228,228,0,3014.84472,20.8639773,BENIGN
225,2,2,88,188,44,44,44,0,94,94,94,0,1226666.667,17777.77778,BENIGN
37191,1,1,51,120,51,51,51,0,120,120,120,0,4597.886585,53.77645129,BENIGN
30502,4,2,152,108,38,38,38,0,54,54,54,0,8524.031211,196.7084126,BENIGN
9212456,1,5,6,30,6,6,6,0,6,6,6,0,3.907752721,0.65129212,BENIGN
24126,2,2,94,212,47,47,47,0,106,106,106,0,12683.41209,165.7962364,BENIGN
60563,1,1,50,87,50,50,50,0,87,87,87,0,2262.107227,33.02346317,BENIGN
1887435,6,2,11607,26,8760,0,1934.5,3530.471796,20,6,13,9.899494937,6163.391057,4.23855656,BENIGN
5604174,3,1,43,0,31,6,14.33333333,14.43375673,0,0,0,0,7.672852413,0.713753713,BENIGN
31505,4,2,152,426,38,38,38,0,213,213,213,0,18346.29424,190.445961,BENIGN
119,2,0,12,0,6,6,6,0,0,0,0,0,100840.3361,16806.72269,BENIGN
72045,2,2,72,286,36,36,36,0,143,143,143,0,4969.116524,55.52085502,BENIGN
770,1,1,0,0,0,0,0,0,0,0,0,0,0,2597.402597,BENIGN
5565576,10,6,352,3747,192,0,35.2,61.73383729,1460,0,624.5,677.8671699,736.4916048,2.874814754,BENIGN
361857,1,1,44,60,44,44,44,0,60,60,60,0,287.4063511,5.527045214,BENIGN
304421,2,2,68,402,34,34,34,0,201,201,201,0,1543.914513,13.13969798,BENIGN
6,1,1,0,0,0,0,0,0,0,0,0,0,0,333333.3333,BENIGN
176,2,2,84,140,42,42,42,0,70,70,70,0,1272727.273,22727.27273,BENIGN
59905,1,1,54,120,54,54,54,0,120,120,120,0,2904.598948,33.38619481,BENIGN
1547393,1,6,1375,30,1375,1375,1375,0,6,0,5,2.449489743,907.9787746,4.523737667,BENIGN
4602,2,0,12,0,6,6,6,0,0,0,0,0,2607.56193,434.5936549,BENIGN
115781327,21,17,1243,5202,902,0,59.19047619,198.8370235,1448,0,306,561.059823,55.66528012,0.32820491,BENIGN
83,1,1,0,0,0,0,0,0,0,0,0,0,0,24096.38554,BENIGN
61276,2,2,50,114,25,25,25,0,57,57,57,0,2676.41491,65.27841243,BENIGN
121520,1,1,48,48,48,48,48,0,48,48,48,0,789.9934167,16.45819618,BENIGN
31136,2,2,72,328,36,36,36,0,164,164,164,0,12846.86536,128.4686536,BENIGN
5994725,1,5,6,30,6,6,6,0,6,6,6,0,6.005279642,1.00087994,BENIGN
23590,1,1,56,72,56,56,56,0,72,72,72,0,5426.027978,84.78168716,BENIGN
4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,BENIGN
216,2,0,0,0,0,0,0,0,0,0,0,0,0,9259.259259,BENIGN
114156399,44,60,29738,10366,1495,6,675.8636364,742.3224583,509,6,172.7666667,237.8392397,351.3075075,0.911030839,BENIGN
233,2,2,96,224,48,48,48,0,112,112,112,0,1373390.558,17167.38197,BENIGN
23344,1,1,53,117,53,53,53,0,117,117,117,0,7282.385195,85.67511995,BENIGN
74236710,6,9,12982,56,7215,0,2163.666667,3001.419709,20,0,6.222222222,5.783117191,175.6273951,0.202056368,BENIGN
23556,1,1,49,133,49,49,49,0,133,133,133,0,7726.269316,84.90405841,BENIGN
179,2,2,46,46,23,23,23,0,23,23,23,0,513966.4804,22346.36872,BENIGN
199,2,2,90,202,45,45,45,0,101,101,101,0,1467336.683,20100.50251,BENIGN
348,2,2,46,46,23,23,23,0,23,23,23,0,264367.8161,11494.25287,BENIGN
219,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6,0,223744.2922,18264.84018,BENIGN
5645786,3,1,12,2,6,0,4,3.464101615,2,2,2,0,2.479725586,0.708493025,BENIGN
48121,2,2,94,256,47,47,47,0,128,128,128,0,7273.331809,83.12379211,BENIGN
15785530,16,11,2314,7268,721,0,144.625,265.3952712,1448,0,660.7272727,578.2973441,607.0116113,1.710427208,BENIGN
15880670,12,8,1187,3245,565,0,98.91666667,179.9143525,1460,0,405.625,593.8968014,279.0814241,1.259392708,BENIGN
1292028,7,2,11607,26,5840,0,1658.142857,2430.302891,20,6,13,9.899494937,9003.674843,6.965793311,BENIGN
32855,4,4,188,412,47,47,47,0,103,103,103,0,18262.06057,243.4941409,BENIGN
48,2,0,124,0,62,62,62,0,0,0,0,0,2583333.333,41666.66667,BENIGN
4200552,1,6,1375,30,1375,1375,1375,0,6,0,5,2.449489743,334.4798493,1.666447648,BENIGN
71256803,6,9,11607,62,4380,0,1934.5,2188.714486,20,0,6.888888889,5.30199124,163.7598027,0.210506217,BENIGN
23335,1,1,67,149,67,67,67,0,149,149,149,0,9256.48168,85.7081637,BENIGN
95078,1,1,0,0,0,0,0,0,0,0,0,0,0,21.03536044,BENIGN
30443,1,1,43,101,43,43,43,0,101,101,101,0,4730.151431,65.69654765,BENIGN
82688936,5,10,11613,68,11595,0,2322.6,5183.42983,20,0,6.8,5.006662228,141.2643646,0.181402745,BENIGN
208,2,2,64,204,32,32,32,0,102,102,102,0,1288461.538,19230.76923,BENIGN
91611,4,2,152,270,38,38,38,0,135,135,135,0,4606.433725,65.49431837,BENIGN
116115442,24,25,976,14543,517,0,40.66666667,123.782652,1448,0,581.72,714.8300218,133.6514742,0.421993829,BENIGN
95088,1,1,0,0,0,0,0,0,0,0,0,0,0,21.03314824,BENIGN
5811375,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.06491579,0.688305263,BENIGN
1,2,0,617,0,617,0,308.5,436.284884,0,0,0,0,617000000,2000000,BENIGN
42689,3,0,18,0,6,6,6,0,0,0,0,0,421.6542903,70.27571506,BENIGN
47782339,10,9,904,3552,431,0,90.4,179.5217102,1770,0,394.6666667,779.7448301,93.25621335,0.397636457,BENIGN
8089800,1,5,6,30,6,6,6,0,6,6,6,0,4.450048209,0.741674701,BENIGN
115303762,20,16,1437,1184,802,0,71.85,207.2088382,1016,0,74,254.6715532,22.7312618,0.312218781,BENIGN
1271188,35,40,2686,6718,408,0,76.74285714,105.4269591,976,0,167.95,324.0548347,7397.804259,58.99992763,BENIGN
9189,1,1,0,0,0,0,0,0,0,0,0,0,0,217.6515399,BENIGN
89,1,1,0,0,0,0,0,0,0,0,0,0,0,22471.91011,BENIGN
115288341,16,14,520,802,436,0,32.5,107.6104084,796,0,57.28571429,212.6226085,11.46690106,0.260217119,BENIGN
88204,6,7,2431,3375,1776,0,405.1666667,700.3503171,1460,0,482.1428571,622.7333374,65824.67915,147.3856061,BENIGN
16542,1,1,48,48,48,48,48,0,48,48,48,0,5803.409503,120.9043646,BENIGN
81050595,6,9,11613,62,10135,0,1935.5,4058.890772,20,0,6.888888889,5.30199124,144.0458272,0.185069585,BENIGN
30565,1,1,47,134,47,47,47,0,134,134,134,0,5921.805987,65.4343203,BENIGN
109265673,87,115,13866,21925,1522,6,159.3793103,269.9806299,1430,6,190.6521739,419.0759895,327.5594157,1.848705037,BENIGN
1126792,2,2,89,307,48,41,44.5,4.949747468,183,124,153.5,41.71930009,351.4401948,3.549900958,BENIGN
56,1,4,6,24,6,6,6,0,6,6,6,0,535714.2857,89285.71429,BENIGN
468,1,1,89,167,89,89,89,0,167,167,167,0,547008.547,4273.504274,BENIGN
999542,2,0,12,0,6,6,6,0,0,0,0,0,12.00549852,2.00091642,BENIGN
88,1,1,0,0,0,0,0,0,0,0,0,0,0,22727.27273,BENIGN
251,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,123505.9761,11952.19124,BENIGN
48632,2,2,82,218,41,41,41,0,109,109,109,0,6168.777759,82.25037013,BENIGN
92200986,7,10,11613,68,5840,0,1659,2429.621575,20,0,6.8,5.006662228,126.6906191,0.184379807,BENIGN
208,2,2,76,172,38,38,38,0,86,86,86,0,1192307.692,19230.76923,BENIGN
5329298,5,2,135,52,46,6,27,20.1246118,46,6,26,28.28427125,35.08904925,1.313493822,BENIGN
3506807,1,5,6,30,6,6,6,0,6,6,6,0,10.26574887,1.710958145,BENIGN
151518,7,2,11607,26,5840,0,1658.142857,2430.302891,20,6,13,9.899494937,76776.3566,59.3988833,BENIGN
48770,2,2,72,104,36,36,36,0,52,52,52,0,3608.775887,82.01763379,BENIGN
74,1,1,6,6,6,6,6,0,6,6,6,0,162162.1622,27027.02703,BENIGN
16069673,10,9,2495,855,645,0,249.5,316.1431638,209,0,95,106.9824752,208.4672165,1.182351377,BENIGN
364806,1,1,40,128,40,40,40,0,128,128,128,0,460.5187415,5.48236597,BENIGN
115678924,19,18,2169,2199,1486,0,114.1578947,352.1318035,1906,0,122.1666667,447.3801187,37.75968732,0.319850831,BENIGN
31722,4,2,128,96,32,32,32,0,48,48,48,0,7061.345438,189.1431814,BENIGN
111433340,19,16,1311,2388,437,0,69,163.7151999,796,0,149.25,320.8778584,33.19473328,0.314089123,BENIGN
216,3,1,50,6,38,6,16.66666667,18.47520861,6,6,6,0,259259.2593,18518.51852,BENIGN
64909,3,0,0,0,0,0,0,0,0,0,0,0,0,46.21855213,BENIGN
232,2,2,80,112,40,40,40,0,56,56,56,0,827586.2069,17241.37931,BENIGN
52502,10,7,528,6989,193,0,52.8,77.41059359,1448,0,998.4285714,688.1869555,143175.4981,323.7971887,BENIGN
3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,BENIGN
46,1,1,6,6,6,6,6,0,6,6,6,0,260869.5652,43478.26087,BENIGN
1340041,1,6,6,36,6,6,6,0,6,6,6,0,31.3423246,5.223720767,BENIGN
36457,1,1,44,100,44,44,44,0,100,100,100,0,3949.858738,54.85914913,BENIGN
1941498,2,2,112,277,61,51,56,7.071067812,182,95,138.5,61.51828996,200.3607524,2.060264806,BENIGN
30916,4,4,152,412,38,38,38,0,103,103,103,0,18242.98098,258.7656877,BENIGN
364,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0,0,118131.8681,8241.758242,BENIGN
25104,2,2,70,242,35,35,35,0,121,121,121,0,12428.29828,159.3371574,BENIGN
5476669,8,5,374,2783,193,0,46.75,72.45244746,1460,0,556.6,739.590292,576.4452809,2.373705623,BENIGN
166,2,2,66,98,33,33,33,0,49,49,49,0,987951.8072,24096.38554,BENIGN
114582,9,7,559,3833,198,0,62.11111111,82.05553675,1410,0,547.5714286,632.0263331,38330.62785,139.6379885,BENIGN
48178,1,1,45,110,45,45,45,0,110,110,110,0,3217.236083,41.51272365,BENIGN
1226,2,2,62,222,31,31,31,0,111,111,111,0,231647.6346,3262.642741,BENIGN
5,3,0,0,0,0,0,0,0,0,0,0,0,0,600000,BENIGN
30034542,19,26,937,43029,453,0,49.31578947,117.6492209,2896,0,1654.961538,850.2767305,1463.847859,1.498274886,BENIGN
90,1,3,0,18,0,0,0,0,6,6,6,0,200000,44444.44444,BENIGN
683,3,0,0,0,0,0,0,0,0,0,0,0,0,4392.38653,BENIGN
9941,56,43,112944,258,4344,0,2016.857143,902.3162805,6,6,6,0,11400000,9958.756664,BENIGN
20,13,0,650,0,50,50,50,0,0,0,0,0,32500000,650000,BENIGN
39,1,1,6,6,6,6,6,0,6,6,6,0,307692.3077,51282.05128,BENIGN
45,1,1,0,0,0,0,0,0,0,0,0,0,0,44444.44444,BENIGN
47320,1,1,55,55,55,55,55,0,55,55,55,0,2324.598478,42.26542688,BENIGN
91908605,7,10,11613,68,4380,0,1659,2117.072113,20,0,6.8,5.006662228,127.0936492,0.184966359,BENIGN
11561431,1,5,6,30,6,6,6,0,6,6,6,0,3.113801397,0.5189669,BENIGN
4,2,0,248,0,217,31,124,131.5218613,0,0,0,0,62000000,500000,BENIGN
164,2,0,0,0,0,0,0,0,0,0,0,0,0,12195.12195,BENIGN
41,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6,0,1195121.951,97560.97561,BENIGN
52,1,1,0,0,0,0,0,0,0,0,0,0,0,38461.53846,BENIGN
60650061,15,15,1279,7665,897,0,85.26666667,231.1346134,1460,0,511,651.0134956,147.4689366,0.494640888,BENIGN
1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,BENIGN
114927,2,2,64,184,32,32,32,0,92,92,92,0,2157.891531,34.80470212,BENIGN
5920784,1,5,6,30,6,6,6,0,6,6,6,0,6.080275855,1.013379309,BENIGN
19887308,5,5,434,1770,434,0,86.8,194.0907004,1770,0,354,791.568064,110.8244515,0.502833264,BENIGN
30380,1,1,89,171,89,89,89,0,171,171,171,0,8558.262014,65.83278473,BENIGN
9173968,1,5,6,30,6,6,6,0,6,6,6,0,3.924147108,0.654024518,BENIGN
212099,4,2,116,148,29,29,29,0,74,74,74,0,1244.701767,28.28867651,BENIGN
203524,1,5,6,30,6,6,6,0,6,6,6,0,176.883316,29.48055266,BENIGN
298,2,2,64,200,32,32,32,0,100,100,100,0,885906.0403,13422.81879,BENIGN
4,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0,0,20800000,750000,BENIGN
199,2,2,166,422,83,83,83,0,211,211,211,0,2954773.869,20100.50251,BENIGN
6078920,1,6,6,36,6,6,6,0,6,6,6,0,6.909122015,1.151520336,BENIGN
271,2,0,0,0,0,0,0,0,0,0,0,0,0,7380.073801,BENIGN
68,1,1,0,0,0,0,0,0,0,0,0,0,0,29411.76471,BENIGN
3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,BENIGN
48478,1,1,43,111,43,43,43,0,111,111,111,0,3176.698709,41.25582739,BENIGN
95908,2,2,72,236,36,36,36,0,118,118,118,0,3211.410935,41.70663553,BENIGN
12,1,1,6,6,6,6,6,0,6,6,6,0,1000000,166666.6667,BENIGN
67254972,2,2,105,250,63,42,52.5,14.8492424,128,122,125,4.242640687,5.278420159,0.059475157,BENIGN
6583841,5,3,449,2124,431,0,89.8,190.7542922,2118,0,708,1221.099505,390.8053065,1.215096173,BENIGN
5238541,6,4,611,153,517,0,101.8333333,204.3050823,141,0,38.25,68.55836929,145.8421343,1.908928459,BENIGN
44,2,0,12,0,6,6,6,0,0,0,0,0,272727.2727,45454.54545,BENIGN
92572,1,1,50,141,50,50,50,0,141,141,141,0,2063.258869,21.60480491,BENIGN
116202830,24,22,3119,5054,1333,0,129.9583333,371.2147485,1460,0,229.7272727,483.0820873,70.33391528,0.39585955,BENIGN
88182279,6,10,11613,68,10135,0,1935.5,4058.890772,20,0,6.8,5.006662228,132.4642562,0.181442351,BENIGN
12813,2,2,58,242,29,29,29,0,121,121,121,0,23413.72044,312.1829392,BENIGN
3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,BENIGN
96,1,1,6,6,6,6,6,0,6,6,6,0,125000,20833.33333,BENIGN
1797704,7,2,11601,26,5840,0,1657.285714,2128.375336,20,6,13,9.899494937,6467.694348,5.006385923,BENIGN
